intent,phrase
Q89,What is the different in Gross Floor Area and Strata Area
Q89,what is the different in term of GFA to house owner
Q89,what is the dimension of the awning that I can install before need to pay GFA
Q89,what is the distance to install a bollard from the driveway at a drop of point
Q89,what is the envelope controll
Q89,what is the front setback for column for carporch
Q89,WHAT IS THE gfa EXEMPTION FOR AWNINGS
Q89,what is the GFA for the Levelz
Q89,What is the GFA of The Linear condo in 880 Upper Bukit Timah Road
Q89,what is the gross floor area for my industrial unit
Q89,what is the guildline for gcb
Q89,What is the landed housing control
Q89,what is the latest guideline for the rear setback distance for the building line to boundary line
Q89,what is the max gross floor area for childcare centre
Q89,what is the max height of gate
Q89,What is the maximum allowable gross plot ratio for place of worship
Q89,what is the maximum size of a shop I can have on a condominium development
Q89,What is the maximum units for service apartment development
Q89,WHAT IS THE MEANING OF DECAMPMENT OF GFA
Q89,what is the minimum frontage of a long drive way detached house
Q89,What is the minimum height needed for mezzanine
Q89,what is the minimum platform level
Q89,what is the minimum plot size for partywall flat development in GUDG
Q89,what is the minimum plot size in good class bungalow area
Q89,what is the minimum setback distance for a basement in a terrace house
Q89,what is the minimum size for shoebox apartments
Q89,What is the minimum stay duration for student hostel
Q89,what is the new maximum site coverage for a detached house for 2 storey mixed landed and 2 storey semidetached housing areas it used to be
Q89,and now is it 5
Q89,What is the New URA guidelines cut number of units that can be built in nonlanded projects
Q89,what is the plot size requirement for a good class bungalow
Q89,what is the rear setback at 2nd stoey for dwelling house with back lane more than 4m
Q89,What is the regulations for redeveloping a Bungalow to a semidetached house
Q89,What is the set back requirements for landed house
Q89,what is the set back requirements for residential house
Q89,what is the setback
Q89,what is the setback requirement to the boundary line
Q89,what is the site coverage
Q89,what is the solar system structure height limit
Q89,what is the temporary width for covered walkway
Q89,what is the total GFA of commercial industrial buildings in Singapore
Q89,what is the width of covered linkway for GFA exemption
Q89,what is the width of the external canopy that we can build which is within gross floor area exemption
Q89,what is TOL ORA Levy
Q89,What is URS written permission on GFA
Q89,What kind of students can stay in student hostels
Q89,what projects come under the URA envelope control guild lines
Q89,What relevance does URA legislation have on Landscape Design practice in Singapore
Q89,what to measure for GFA
Q89,what year was the envelope control guidelines implemented
Q89,whats my existing GFA
Q89,whats the definition of a self contained apartment
Q89,Whats the difference between permissible gross area and site area
Q89,Whats the gfa for rebuilding a inter terrace
Q89,Whats the Gross floor area for building a inter terrace
Q89,whats the max height for gate of residential landed
Q89,Whats the maximum height for boundary fence
Q89,whats the maximum height for common party wall
Q89,Whats the minimum site size for condo
Q89,Whats the minimum size of a detached house
Q89,when did the envelope control guidelines begin
Q89,When is road setback for shophouse required
Q89,When to use envelope control guideline for attic
Q89,when was the building code changed for the treatment of gfa on bay windows
Q89,when was the envelope control guidelines first inplemented
Q89,when was the residential handbooks effective date
Q89,where are the guidelines for the use
Q89,Where can air con be loacted
Q89,where can I check the gross floor area for my premises
Q89,where can i download the developmental guidelines
Q89,where can I download the nonresidential handbook
Q89,where can i download the ura guidelines
Q89,where can i find a list of what count as GFA
Q89,where can i find a list of what counts as gfa
Q89,Where can I find B1 6040 industrial guidelines
Q89,Where can i find buildibg setback guidelined
Q89,WHERE CAN I FIND CAR PARK RATIO TO A BUILDING
Q89,where can i find DC guidelines
Q89,where can i find details of GFA for my development
Q89,Where can I find development control handbooks
Q89,where can i find general guidelines on development works
Q89,Where can I find general guidelines on development works?
Q89,where can i find guidelines for installation of sliding windows at yard areas for condos
Q89,where can I find guidelines for serviced apartments
Q89,where can I find guidelines to places of worship
Q89,Where can I find information related to landed housing guidelines?
Q89,where can I find more information on development guide plan area
Q89,where can i find old dc handbook
Q89,Where can I find out more about Gross Floor Area (GFA) handbook?
Q89,where can I find residential design criteria
Q89,where can i find the dc general guidelines on development workd
Q89,where can i find the dc general guidelines on development works
Q89,where can i find the dc guidelines
Q89,where can i find the DC handbook
Q89,where can i find the DC handbooks
Q89,where can i find the definition of gross floor area
Q89,where can i find the development control guideliens
Q89,Where can I find the Development Control guidelines
Q89,Where can I find the Development Control guidelines?
Q89,Where can I find the Development Control handbooks?
Q89,where can i find the existing buildings of development
Q89,where can i find the existing gross floor area of building
Q89,where can I find the faq on project account rules
Q89,where can i find the general guidelines on development works
Q89,where can i find the GFA apportionment document
Q89,where can i find the GFA for my property
Q89,where can i find the gfa guidelines
Q89,where can i find the GFA handbook
Q89,where can i find the gfa information
Q89,where can i find the GFA of a building from the URA website
Q89,Where can I find the gross floor area exemption
Q89,where can I find the gross floor area information for KK hospital
Q89,Where can I find the guideline for apartment
Q89,Where can I find the guideline for apartment in the development control handbookdc handbook
Q89,where can i find the guideline on create partition inside a private residential property
Q89,where can i find the guidelines on development works
Q89,where can I find the guidleines and regulations of ura
Q89,Where can I find the landed housing area that are eligible for plan lodgment
Q89,where can I find the landed housing guidelines
Q89,where can i find the list of rules and regulations for nonresidential property
Q89,where can I find the setback guideline for petrol station construction
Q89,Where can i get data set on LUSH
Q89,where can i get the GFA for my property
Q89,where can I get the GFA handbook
Q89,where can I get the GFA of my estate
Q89,where can we find the height control plan
Q89,where could I check on gross floor area of a building
Q89,where do I find changes to ura guidelines
Q89,where do i find guidelines
Q89,Where do I find the GFA of a building
Q89,where do I find the semidetached house boundary fence guidelines
Q89,Where do i find URA 6040 guidelines for business park
Q89,where do I get gross floor ratio
Q89,WHERE DO I GO TO KNOW THE ALLOWABLE GFA
Q89,where do we find the allowable building height
Q89,where I can find the residential handbook
Q89,Where is good class bangalow
Q89,where is the link to download residential handbooks
Q89,where it is stated that the GFA is 4060 for Industrial use
Q89,where to download DC Handbook
Q89,where to find building for religious use
Q89,where to find childcare guideline
Q89,where to find dc handbooks
Q89,Where to find dormitory in landed Factory
Q89,WHERE TO FIND Geylang Urban Design Guidelines GUDG
Q89,where to find GFA guide lines
Q89,where to find information on envelop control
Q89,where to find the 40 GFA required
Q89,Where to find the DC industrial guidelines
Q89,Where to find the floor limit
Q89,where to find written permission on GFA
Q89,where to get gfa for my property
Q89,WHERE TO GET GUIDELINES FOR B1 OFFICE
Q89,where to get the DC guidelines
Q89,where to obtain GFA
Q89,whereis ura setback requirement
Q89,whether GFA include open air car park
Q89,which agency do i go to to find the list of guidelines and rules for residential property
Q89,which area is consider central area
Q89,who can stay in ancillary dormitory
Q89,who gives planning permission for single private landed houses
Q89,Who should apply for the the increase in GFA
Q89,who to contact for enquiry of GFA
Q89,will covered walkway within private landed housing count as GFA
Q89,will double volume areas be counted GFA twice
Q89,Will turfing area within site be counted as LRA
Q89,worker dormitory developments
Q89,worker dormitory guide line
Q89,Would a retractable pergola count towards GFA
Q89,Would building shelter or covered walkway be considered as GFA
Q89,Would wish to construct a temporary storage using an existing planter by building a 900 mm high perspex sheet enclusure
Q89,Written permission of Gross Floor Area
Q89,Yard is considered as GFA
Q89,yes i need the GFA Handbook
Q89,zero setback
Q90,aircon service business classified as home base business
